Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
polygonum_phytolaccifolium,polygonum_phytolaccifolium,POLPHY,Dicot,Perennial,Forb/herb,polygonaceae,n,78,397.2,0.8554,10.5,,,UnassistedWater,0,1,0,0,0,1,0,0,0,0
polypodium_californicum,polypodium_californicum,POLCAL,Fern,Perennial,Forb/herb,polypodiaceae,n,12.7,193.5,0.7422,23.8,,,WindAnt,1,0,0,0,1,0,0,0,0,0
polypogon_monspeliensis,polypogon_monspeliensis,POLMON,Monocot,Annual,Graminoid,poaceae,n,12.1,220.9,0.6621,48.3,,0.1,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
polypogon_monspeliensis,polypogon_monspeliensis,POLMON,Monocot,Annual,Graminoid,poaceae,s,27.8,163.8,0.6657,53.7,,0.1,AdhesiveWindWater,1,0,1,0,0,1,0,0,0,0
polystichum_munitum,polystichum_munitum,POLMUN,Fern,Perennial,Forb/herb,dryopteridaceae,n,31.7,52.1,0.2382,31.9,,,WindWater,1,0,0,0,0,1,0,0,0,0
potentilla_fruticosa,potentilla_fruticosa,POTFRU,Dicot,Perennial,shrub,rosaceae,s,23,129.1,0.6655,16.8,0.6,0.25,No_Data,,,,,,,,,,
potentilla_glandulosa,potentilla_glandulosa,POTGLA,Dicot,Perennial,"Subshrub, Forb/herb",rosaceae,n,20.3,141.5,0.627,32,,0.08,Unassisted,0,1,0,0,0,0,0,0,0,0
prosartes_hookeri,prosartes_hookeri,PROHOO,Monocot,Perennial,Forb/herb,liliaceae,n,18.7,613.3,0.8677,9.6,,,BirdMammal,0,0,0,0,0,0,0,1,1,0
prosartes_hookeri,prosartes_hookeri,PROHOO,Monocot,Perennial,Forb/herb,liliaceae,s,13.4,241.9,0.7803,16,,,BirdMammal,0,0,0,0,0,0,0,1,1,0
prunus_emarginata,prunus_emarginata,PRUEMA,Dicot,Perennial,"Tree, Shrub",rosaceae,n,185,132.6,0.612,18.8,0.61,49.71,Bird,0,0,0,0,0,0,0,1,0,0
prunus_illicifolia,prunus_illicifolia,PRUILL,Dicot,Perennial,tree,rosaceae,s,295,56.2,0.5376,29.5,0.61,,No_Data,,,,,,,,,,
pseudotsuga_macrocarpa,pseudotsuga_macrocarpa,PSEMAC,Gymnosperm,Perennial,Tree,pinaceae,n,20.6,53.1,0.5672,45.5,0.64,88.2,WindMammal,1,0,0,0,0,0,0,0,1,0
pseudotsuga_menziesii_var_menziesii,pseudotsuga_menziesii,PSEMEN,Gymnosperm,Perennial,Tree,pinaceae,s,1800,53,0.5047,51.5,0.63,,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
pseudotsuga_menziesii_var_menziesii,pseudotsuga_menziesii,PSEMEN,Gymnosperm,Perennial,Tree,pinaceae,n,3830,69.5,0.5628,42.6,0.57,,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
psilocarphus_tenellus,psilocarphus_tenellus,PSITEN,Dicot,Annual,Forb/herb,asteraceae,n,0.2,222,0.4186,15,,0.03,BirdMammal,0,0,0,0,0,0,0,1,1,0
pterdium_aquilinum,pterdium_aquilinum,PTEAQU,Fern,,Fern,dennstaedtiaceae,n,43.5,102.9,0.7467,16.2,,,WindWater,1,0,0,0,0,1,0,0,0,0
pteridium_aquilinum_var_pubescens,pteridium_aquilinum,PTEAQUP,Fern,Perennial,Forb/herb,dennstaedtiaceae,n,75.8,,,16.2,,,WindWater,1,0,0,0,0,1,0,0,0,0
purshia_tridentata_var_glandulosa,purshia_tridentata,PURTRI,Dicot,Perennial,Shrub,rosaceae,n,25,85.4,0.496,25,0.62,,No_Data,,,,,,,,,,
pyrola_picta,pyrola_picta,PYRPIC,Dicot,Perennial,Subshrub,ericaceae,n,7.1,142.7,0.7277,26.2,,,Unassisted,0,1,0,0,0,0,0,0,0,0
pyrola_picta,pyrola_picta,PYRPIC,Dicot,Perennial,Subshrub,ericaceae,s,7.4,68.4,0.6436,46,,,Unassisted,0,1,0,0,0,0,0,0,0,0
pyrrocoma_racemosa,pyrrocoma_racemosa,PYRRAC,Dicot,Perennial,Forb/herb,asteraceae,s,13.7,76.9,0.7033,25,,,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
quercus_agrifolia,quercus_agrifolia,QUEAGR,Dicot,Perennial,Tree_Shrub,fagaceae,n,930,60.4,0.474,28.2,0.77,2270.48,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_berberidifolia,quercus_berberidifolia,QUEBER,Dicot,Perennial,Tree_Shrub,fagaceae,n,306,62.9,0.4356,36.2,0.79,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_berberidifolia,quercus_berberidifolia,QUEBER,Dicot,Perennial,Tree_Shrub,fagaceae,s,185.7,86.5,0.4911,31.5,0.78,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_chrysolepis,quercus_chrysolepis,QUECHR,Dicot,Perennial,Tree_Shrub,fagaceae,n,820,65.7,0.496,43.6,0.82,3220.26,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_douglasii,quercus_douglasii,QUEDOU,Dicot,Perennial,Tree,fagaceae,n,792.5,88.7,0.5373,22.1,0.71,4540.46,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_durata,quercus_durata,QUEDUR,Dicot,Perennial,Tree_Shrub,fagaceae,s,158,45.8,0.3806,37.8,0.66,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_garyana_var_breweri,quercus_garyana,QUEGAR,Dicot,Perennial,Tree,fagaceae,n,770,102,0.4686,20.7,1.02,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_garyana_var_breweri,quercus_garyana,QUEGAR,Dicot,Perennial,Tree,fagaceae,s,236,80.8,0.5042,23.4,0.65,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_johntuckeri,quercus_johntuckeri,QUEJOH,Dicot,Perennial,tree,fagaceae,n,252.5,65.9,0.5065,23.7,0.8,,No_Data,,,,,,,,,,
quercus_sadleriana,quercus_sadleriana,QUESAD,Dicot,Perennial,Shrub,fagaceae,n,140.1,207.2,0.7445,22,0.54,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_vaccinifolia,quercus_vaccinifolia,QUEVAC,Dicot,Perennial,Shrub_Tree,fagaceae,s,76.3,50.3,0.4085,51,0.73,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_vaccinifolia,quercus_vaccinifolia,QUEVAC,Dicot,Perennial,Shrub_Tree,fagaceae,n,83.3,65.1,0.5217,35.8,0.66,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_wislizenii,quercus_wislizenii,QUEWIS,Dicot,Perennial,Shrub,fagaceae,n,5.8,63.3,0.3896,30.3,0.77,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
quercus_wislizenii_var_furtescens,quercus_wislizenii,QUEWISF,Dicot,Perennial,shrub,fagaceae,s,283,50.7,0.4862,41.8,0.9,,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
rafinesquia_californica,rafinesquia_californica,RAFCAL,Dicot,Annual,Forb/herb,asteraceae,n,32.5,355.9,0.8578,23.8,,0.92,Wind,1,0,0,0,0,0,0,0,0,0
ranunculus_californicus,ranunculus_californicus,RANCAL,Dicot,Perennial,Forb/herb,ranunculaceae,n,23.6,153.1,0.8143,18.1,,2.39,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
ranunculus_californicus,ranunculus_californicus,RANCAL,Dicot,Perennial,Forb/herb,ranunculaceae,s,21.6,182.1,0.8168,13.3,,2.39,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
ranunculus_occidentalis,ranunculus_occidentalis,RANOCC,Dicot,Perennial,Forb/herb,ranunculaceae,n,48.1,246.4,0.8516,18.1,,2.5,Adhesive,0,0,1,0,0,0,0,0,0,0
ranunculus_occidentalis,ranunculus_occidentalis,RANOCC,Dicot,Perennial,Forb/herb,ranunculaceae,s,30.6,118.4,0.7763,22.8,,2.5,Adhesive,0,0,1,0,0,0,0,0,0,0
ranunculus_uncinatus,ranunculus_uncinatus,RANUNC,Dicot,"Annual, Perennial",Forb/herb,ranunculaceae,n,32.8,121.4,0.8687,17.6,,0.31,Adhesive,0,0,1,0,0,0,0,0,0,0
raphanus_sativa,raphanus_sativa,RAPSAAT,Dicot,,,brassicaceae,n,116.1,48.6,0.5969,7.7,,,WaterAnimal,0,0,0,1,0,1,0,0,0,0
rhamnus_californica,rhamnus_californica,RHACAL,Dicot,Perennial,Shrub,rhamnaceae,n,4.2,102.6,0.5712,27.4,0.61,28.14,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_californica_ssp_occidentalis,rhamnus_californica,RHACAL,Dicot,Perennial,Shrub_Tree,rhamnaceae,s,89,80.1,0.5903,31.6,0.97,,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_crocea,rhamnus_crocea,RHACRO,Dicot,Perennial,"Tree, Shrub",rhamnaceae,s,74.8,109,0.5455,12.3,0.69,6.39,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_illicifolia,rhamnus_illicifolia,RHAILL,Dicot,Perennial,Shrub_Tree,rhamnaceae,n,215.3,70.3,0.5106,30,0.98,,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_illicifolia,rhamnus_illicifolia,RHAILL,Dicot,Perennial,Shrub_Tree,rhamnaceae,s,155.6,98.8,0.5519,25.8,0.7,,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_purshiana,rhamnus_purshiana,RHAPUR,Dicot,Perennial,Tree,rhamnaceae,n,111.3,295.5,0.7912,10.8,0.53,33.6,Mammal,0,0,0,0,0,0,0,0,1,0
rhamnus_rubra,rhamnus_rubra,RHARUB,Dicot,Perennial,shrub,rhamnaceae,s,176.7,111.1,0.6301,25.3,0.57,50.37,No_Data,,,,,,,,,,
rhamnus_rubra,rhamnus_rubra,RHARUB,Dicot,Perennial,shrub,rhamnaceae,n,179,146.4,0.6479,,,50.37,No_Data,,,,,,,,,,
rhamnus_tomentella_ssp_tomentella,rhamnus_tomentella,RHATOM,Dicot,Perennial,shrub,rhamnaceae,s,246.6,74.2,0.5743,31,0.59,,No_Data,,,,,,,,,,
rhododendron_macrophyllum,rhododendron_macrophyllum,RHOMAC,Dicot,Perennial,"Tree, Shrub",ericaceae,n,109.3,98.6,0.6943,53,1.53,0.27,BirdWind,1,0,0,0,0,0,0,1,0,0
rhododendron_occidentale,rhododendron_occidentale,RHOOCC,Dicot,Perennial,Shrub,ericaceae,s,135.8,183.6,0.7003,30.4,0.5,0.24,BirdWind,1,0,0,0,0,0,0,1,0,0
rhus_ovata,rhus_ovata,RHUOVA,Dicot,Perennial,"Tree, Shrub",anacardiaceae,s,194,50,0.5953,26.5,0.46,88.7,No_Data,,,,,,,,,,
rhus_trilobata,rhus_trilobata,RHUTRI,Dicot,Perennial,Shrub,anacardiaceae,n,88.1,142.3,0.5914,26.8,0.46,25.5,No_Data,,,,,,,,,,
ribes_lacustre,ribes_lacustre,RIBLAC,Dicot,Perennial,Shrub,grossulariaceae,n,61.9,356.3,0.7758,11,,0.96,Mammal,0,0,0,0,0,0,0,0,1,0
ribes_lobbii,ribes_lobbii,RIBLOB,Dicot,Perennial,Shrub,grossulariaceae,n,80.3,337.7,0.7751,13.3,0.53,,Mammal,0,0,0,0,0,0,0,0,1,0
ribes_malvaceum,ribes_malvaceum,RIBMAL,Dicot,Perennial,Shrub,grossulariaceae,n,220,155.9,0.6294,27.3,0.75,2.25,Mammal,0,0,0,0,0,0,0,0,1,0
ribes_marshallii,ribes_marshallii,RIBMAR,Dicot,Perennial,Shrub,grossulariaceae,n,69.8,305.1,0.7766,13.5,0.44,,Mammal,0,0,0,0,0,0,0,0,1,0
ribes_roezlei,ribes_roezlei,RIBROE,Dicot,Perennial,shrub,grossulariaceae,n,48.3,173.4,0.7437,28.2,0.58,,No_Data,,,,,,,,,,
ribes_roezlei,ribes_roezlei,RIBROE,Dicot,Perennial,shrub,grossulariaceae,s,47.3,107.2,0.6125,22.1,0.56,,No_Data,,,,,,,,,,
ribes_sanguineum,ribes_sanguineum,RIBSAN,Dicot,Perennial,Shrub,grossulariaceae,n,179.2,273.4,0.7532,12.4,0.76,1.72,Mammal,0,0,0,0,0,0,0,0,1,0
ribes_viscosissimum,ribes_viscosissimum,RIBVIS,Dicot,Perennial,Shrub,grossulariaceae,n,69,234.9,0.7481,18.9,0.75,1.55,Mammal,0,0,0,0,0,0,0,0,1,0
rigiopappus_leptocladus,rigiopappus_leptocladus,RIGLEP,Dicot,Annual,Forb/herb,asteraceae,n,6.4,201.4,0.7596,20.3,,0.43,No_Data,,,,,,,,,,
rigiopappus_leptocladus,rigiopappus_leptocladus,RIGLEP,Dicot,Annual,Forb/herb,asteraceae,s,16.3,136.3,0.7209,30.7,,0.43,No_Data,,,,,,,,,,
robinia_pseudoacacia,robinia_pseudoacacia,ROBPSE,Dicot,Perennial,Tree,fabaceae,n,940,68.3,0.1664,15,0.59,20.4,No_Data,,,,,,,,,,
rosa_gymnocarpa,rosa_gymnocarpa,ROSGYM,Dicot,Perennial,Subshrub,rosaceae,s,39.2,195.2,0.6911,18.8,0.83,20.55,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
rosa_gymnocarpa,rosa_gymnocarpa,ROSGYM,Dicot,Perennial,Subshrub,rosaceae,n,59.3,566.5,0.7409,14.7,0.33,20.55,UnassistedMammal,0,1,0,0,0,0,0,0,1,0
rubus_discolor,rubus_discolor,RUBDIS,Dicot,Perennial,shrub,rosaceae,s,44.5,83.7,0.5309,34.4,0.44,5.24,No_Data,,,,,,,,,,
rubus_discolor,rubus_discolor,RUBDIS,Dicot,Perennial,shrub,rosaceae,n,161,163.6,0.6701,13.5,0.24,5.24,No_Data,,,,,,,,,,
rubus_lasiococcus,rubus_lasiococcus,RUBLAS,Dicot,Perennial,"Subshrub, Forb/herb",rosaceae,n,6,403.9,0.8072,13.9,,,BirdMammal,0,0,0,0,0,0,0,1,1,0
rubus_leucodermis,rubus_leucodermis,RUBLEU,Dicot,Perennial,"Vine, Subshrub",rosaceae,n,115.5,310.6,0.6894,23.1,,1.02,BirdMammal,0,0,0,0,0,0,0,1,1,0
rubus_parviflorus,rubus_parviflorus,RUBPAR,Dicot,Perennial,Subshrub,rosaceae,n,43.8,391.7,0.7829,12.5,0.25,1,BirdMammal,0,0,0,0,0,0,0,1,1,0
rubus_ursinus,rubus_ursinus,RUBURS,Dicot,Perennial,Subshrub,rosaceae,n,305.6,142.6,0.5839,34.4,1.92,2.1,BirdMammal,0,0,0,0,0,0,0,1,1,0
rumex_crispus,rumex_crispus,RUMCRI,Dicot,Perennial,Forb/herb,polygonaceae,n,113.8,222.2,0.8527,15.8,,1.5,UnassistedWind,1,1,0,0,0,0,0,0,0,0
rupertia_physodes,rupertia_physodes,RUPPHY,Dicot,Perennial,Forb/herb,fabaceae,n,31.3,347.7,0.8393,8.7,,26.36,No_Data,,,,,,,,,,
salix_breweri,salix_breweri,SALBRE,Dicot,Perennial,"Shrub, Tree",salicaceae,s,172,69.8,0.5957,29.3,0.59,0.08,No_Data,,,,,,,,,,
salix_delnortensis,salix_delnortensis,SALDEL,Dicot,Perennial,Shrub,salicaceae,s,171.9,65.6,0.6219,27.7,0.54,,No_Data,,,,,,,,,,
salix_sitchensis,salix_sitchensis,SALSIT,Dicot,Perennial,"Tree, Shrub",salicaceae,n,241,79.5,0.6886,25.8,0.49,0.07,No_Data,,,,,,,,,,
salvia_columbariae,salvia_columbariae,SALCOL,Dicot,Annual,Forb/herb,lamiaceae,n,14.4,123.8,0.8355,23.8,,0.7,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
salvia_leucophylla,salvia_leucophylla,SALLEU,Dicot,Perennial,"Subshrub, Shrub",lamiaceae,n,103,74.7,0.5373,39.4,0.54,0.76,No_Data,,,,,,,,,,
salvia_melifera,salvia_melifera,SALMEL,Dicot,Perennial,shrub,lamiaceae,s,85.1,53.6,0.5832,48.8,0.55,,No_Data,,,,,,,,,,
salvia_melifera,salvia_melifera,SALMEL,Dicot,Perennial,shrub,lamiaceae,n,100.4,57.3,0.6258,40.6,0.54,,No_Data,,,,,,,,,,
salvia_sonomensis,salvia_sonomensis,SALSON,Dicot,Perennial,"Subshrub, Forb/herb",lamiaceae,n,5.3,65.1,0.6436,19,,0.9,No_Data,,,,,,,,,,
sambucus_mexicanus,sambucus_mexicanus,SAMMEX,Dicot,Perennial,shrub,caprifoliaceae,s,234,82.2,0.6757,43,0.6,,No_Data,,,,,,,,,,
sambucus_mexicanus,sambucus_mexicanus,SAMMEX,Dicot,Perennial,shrub,caprifoliaceae,n,475,320.4,0.8497,9.8,0.26,,No_Data,,,,,,,,,,
sambucus_racemosa,sambucus_racemosa,SAMRAC,Dicot,Perennial,"Tree, Shrub",caprifoliaceae,n,377,126.1,0.7445,17.1,0.37,1.29,BirdMammal,0,0,0,0,0,0,0,1,1,0
sanicula_bipinnata,sanicula_bipinnata,SANBIP,Dicot,Perennial,Forb/herb,apiaceae,n,35.8,198.8,0.8169,17.3,,,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_bipinnatifida,sanicula_bipinnatifida,SANBIF,Dicot,Perennial,Forb/herb,apiaceae,n,11.9,144.7,0.8281,17.1,,1.93,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_bipinnatifida,sanicula_bipinnatifida,SANBIF,Dicot,Perennial,Forb/herb,apiaceae,s,11,169.6,0.7992,15.6,,1.93,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_crassicaulis,sanicula_crassicaulis,SANCRA,Dicot,Perennial,Forb/herb,apiaceae,n,136.6,294.9,0.8665,19.1,,5.84,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_crassicaulis,sanicula_crassicaulis,SANCRA,Dicot,Perennial,Forb/herb,apiaceae,s,15.4,217.8,0.8332,20.5,,5.84,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_peckiana,sanicula_peckiana,SANPEC,Dicot,Biennial,Forb/herb,apiaceae,s,13.8,169.6,0.8389,19.2,,,Adhesive,0,0,1,0,0,0,0,0,0,0
sanicula_tuberosa,sanicula_tuberosa,SANTUB,Dicot,Biennial,Forb/herb,apiaceae,s,8,151.2,0.7778,22.1,,,Adhesive,0,0,1,0,0,0,0,0,0,0
saxifraga_ferruginea,saxifraga_ferruginea,SAXFER,Dicot,Perennial,Forb/herb,saxifragaceae,n,4.6,288.9,0.9033,22.1,,0.04,Unassisted,0,1,0,0,0,0,0,0,0,0
scandix_pecten_veneris,scandix_pecten_veneris,SCAPEC,Dicot,Annual,Forb/herb,apiaceae,n,17.9,205.7,0.8232,17.4,,,BallisticAdhesive,0,0,1,0,0,0,0,0,0,1
scutellaria_antirrhinoides,scutellaria_antirrhinoides,SCUANT,Dicot,Perennial,Forb/herb,lamiaceae,n,30.5,190.4,0.7575,31.9,,,BallisticUnassistedWater,0,1,0,0,0,1,0,0,0,1
scutellaria_californica,scutellaria_californica,SCUCAL,Dicot,Perennial,Forb/herb,lamiaceae,n,42.5,193.1,0.7064,36.8,,0.79,BallisticUnassistedWater,0,1,0,0,0,1,0,0,0,1
scutellaria_siphoncampyloides,scutellaria_siphoncampyloides,SCUSIP,Dicot,Perennial,Forb/herb,lamiaceae,s,20.4,220.1,0.7895,31.1,,,BallisticUnassistedWater,0,1,0,0,0,1,0,0,0,1
sedum_laxum,sedum_laxum,SEDLAX,Dicot,Perennial,Forb/herb,crassulaceae,s,5.8,36.7,0.8904,75.6,,,WindBallistic,1,0,0,0,0,0,0,0,0,1
sedum_oregonense,sedum_oregonense,SEDORE,Dicot,Perennial,Forb/herb,crassulaceae,n,8.5,17.2,0.6588,65.8,,0.14,WindBallistic,1,0,0,0,0,0,0,0,0,1
sedum_spathulifolium,sedum_spathulifolium,SEDSPA,Dicot,Perennial,Forb/herb,crassulaceae,n,8.7,55.2,0.8902,67,,0.04,WindBallistic,1,0,0,0,0,0,0,0,0,1
senecio_eurycephalus,senecio_eurycephalus,SENEUR,Dicot,Perennial,Forb/herb,asteraceae,s,39,89.1,0.7413,28.1,,,Wind,1,0,0,0,0,0,0,0,0,0
senecio_greenei,senecio_greenei,SENGRE,Dicot,Perennial,Forb/herb,asteraceae,s,5.4,139,0.8399,24.3,,,Wind,1,0,0,0,0,0,0,0,0,0
senecio_hesperius,senecio_hesperius,SENHES,Dicot,Perennial,Forb/herb,asteraceae,s,15.2,120.8,0.8296,25.2,,,Wind,1,0,0,0,0,0,0,0,0,0
senecio_triangularis,senecio_triangularis,SENTRI,Dicot,Perennial,"Subshrub, Forb/herb",asteraceae,n,25.3,543.9,0.9014,9.1,,0.68,Wind,1,0,0,0,0,0,0,0,0,0
senecio_vulgaris,senecio_vulgaris,SENVUL,Dicot,"Annual, Biennial",Forb/herb,asteraceae,n,21.2,164.2,0.8616,24,,0.22,Wind,1,0,0,0,0,0,0,0,0,0
senecio_vulgaris,senecio_vulgaris,SENVUL,Dicot,"Annual, Biennial",Forb/herb,asteraceae,s,31.2,184.7,0.8545,17.4,,0.22,Wind,1,0,0,0,0,0,0,0,0,0
sequoia_sempervirens,sequoia_sempervirens,SEQSEM,Gymnosperm,Perennial,Tree,cupressaceae,n,23.5,69.7,0.6351,51.9,0.48,,No_Data,,,,,,,,,,
sidalcea_diploscypha,sidalcea_diploscypha,SIDDIP,Dicot,Annual,Forb/herb,malvaceae,n,29.9,215.7,0.8332,16.5,,3.05,UnassistedAnimal,0,1,0,1,0,0,0,0,0,0
sidalcea_diploscypha,sidalcea_diploscypha,SIDDIP,Dicot,Annual,Forb/herb,malvaceae,s,7.7,193.9,0.8415,13.8,,3.05,UnassistedAnimal,0,1,0,1,0,0,0,0,0,0
sidalcea_malvaeflora,sidalcea_malvaeflora,SIDMAL,Dicot,,,malvaceae,s,12.9,130.1,0.8128,15,,2.06,Unassisted,0,1,0,0,0,0,0,0,0,0
silene_californica,silene_californica,SILCAL,Dicot,Perennial,Forb/herb,caryophyllaceae,s,11.3,187.1,0.8443,16.2,,2.17,Wind,1,0,0,0,0,0,0,0,0,0
silene_campanulata,silene_campanulata,SILCAM,Dicot,Perennial,Forb/herb,caryophyllaceae,s,13.3,201.2,0.8396,15.2,,3.85,Wind,1,0,0,0,0,0,0,0,0,0
silene_gallica,silene_gallica,SILGAL,Dicot,"Annual, Biennial",Forb/herb,caryophyllaceae,n,42.7,234.4,0.8718,23.2,,0.34,Wind,1,0,0,0,0,0,0,0,0,0
silene_gallica,silene_gallica,SILGAL,Dicot,"Annual, Biennial",Forb/herb,caryophyllaceae,s,25.7,193.7,0.8545,14,,0.34,Wind,1,0,0,0,0,0,0,0,0,0
silene_hookeri,silene_hookeri,SILHOO,Dicot,Perennial,Forb/herb,caryophyllaceae,s,3.7,181.1,0.8354,13.2,,,Wind,1,0,0,0,0,0,0,0,0,0
sisymbrium_officinale,sisymbrium_officinale,SISOFF,Dicot,Annual,Forb/herb,brassicaceae,n,48.8,401.5,0.8607,9.8,,0.29,UnassistedWind,1,1,0,0,0,0,0,0,0,0
sisyrinchium_bellum,sisyrinchium_bellum,SISBEL,Monocot,Perennial,Forb/herb,iridaceae,n,32.8,206.3,0.8,24.8,,1.9,Unassisted,0,1,0,0,0,0,0,0,0,0
sisyrinchium_bellum,sisyrinchium_bellum,SISBEL,Monocot,Perennial,Forb/herb,iridaceae,s,34.9,153.8,0.7644,19,,1.9,Unassisted,0,1,0,0,0,0,0,0,0,0
smilacina_racemosa,smilacina_racemosa,SMIRAC,Monocot,Perennial,Forb/herb,ruscaceae,n,59.4,295.8,0.8706,17.7,,34.58,Bird,0,0,0,0,0,0,0,1,0,0
smilacina_stellata,smilacina_stellata,SMISTE,Monocot,Perennial,Forb/herb,ruscaceae,n,44,408.2,0.8686,14.9,,32.22,Unassisted,0,1,0,0,0,0,0,0,0,0
solanum_parishii,solanum_parishii,SOLPAR,Dicot,Perennial,"Subshrub, Forb/herb",solanaceae,n,59.9,292.8,0.8052,12.6,,0.7,BirdMammal,0,0,0,0,0,0,0,1,1,0
solanum_parishii,solanum_parishii,SOLPAR,Dicot,Perennial,"Subshrub, Forb/herb",solanaceae,s,48.4,186.9,0.7961,12.6,,0.7,BirdMammal,0,0,0,0,0,0,0,1,1,0
sonchus_asper,sonchus_asper,SONASP,Dicot,Annual,Forb/herb,asteraceae,n,34,221,0.88,22.1,,0.28,Wind,1,0,0,0,0,0,0,0,0,0
sonchus_asper,sonchus_asper,SONASP,Dicot,Annual,Forb/herb,asteraceae,s,27.3,152.6,0.8631,17.5,,0.28,Wind,1,0,0,0,0,0,0,0,0,0
sonchus_oleraceus,sonchus_oleraceus,SONOLE,Dicot,Annual,Forb/herb,asteraceae,n,80.5,319.7,0.8885,9.9,,0.3,Wind,1,0,0,0,0,0,0,0,0,0
sorbus_scopulina,sorbus_scopulina,SORSCO,Dicot,Perennial,"Tree, Shrub",rosaceae,n,116,147.4,0.649,16.4,0.53,2.48,BirdMammal,0,0,0,0,0,0,0,1,1,0
spiraea_densiflora,spiraea_densiflora,SPIDEN,Dicot,Perennial,Shrub,rosaceae,s,33.1,176.1,0.5728,24.9,0.6,,WindUnassistedBirdMammal,1,1,0,0,0,0,0,1,1,0
stachys_ajugoides,stachys_ajugoides,STAAJU,Dicot,Perennial,Forb/herb,lamiaceae,n,36.7,293,0.8147,20.6,,0.33,Unassisted,0,1,0,0,0,0,0,0,0,0
stachys_ajugoides,stachys_ajugoides,STAAJU,Dicot,Perennial,Forb/herb,lamiaceae,s,19.1,329.7,0.8428,25,,0.33,Unassisted,0,1,0,0,0,0,0,0,0,0
stellaria_media,stellaria_media,STEMED,Dicot,"Annual, Perennial",Forb/herb,caryophyllaceae,n,30,512.4,0.8943,12.3,,0.08,Unassisted,0,1,0,0,0,0,0,0,0,0
stellaria_nitens,stellaria_nitens,STENIT,Dicot,Annual,Forb/herb,caryophyllaceae,n,39.8,796.9,0.9288,20.5,,0.1,Unassisted,0,1,0,0,0,0,0,0,0,0
stephanomeria_virgata,stephanomeria_virgata,STEVIR,Dicot,Annual,Forb/herb,asteraceae,n,30.1,214.5,0.8329,26.6,,0.12,Wind,1,0,0,0,0,0,0,0,0,0
stephanomeria_virgata,stephanomeria_virgata,STEVIR,Dicot,Annual,Forb/herb,asteraceae,s,39.9,217.7,0.855,26.8,,0.12,Wind,1,0,0,0,0,0,0,0,0,0
streptanthus_barbiger,streptanthus_barbiger,STRBAR,Dicot,Annual,Forb/herb,brassicaceae,s,40.6,,,,,,Unassisted,0,1,0,0,0,0,0,0,0,0
streptanthus_breweri,streptanthus_breweri,STRBRE,Dicot,Annual,Forb/herb,brassicaceae,s,17.5,163.6,0.8553,13.3,,,Unassisted,0,1,0,0,0,0,0,0,0,0
streptanthus_glandulosus,streptanthus_glandulosus,STRGLA,Dicot,Annual,Forb/herb,brassicaceae,s,20.9,92.6,0.7879,17.7,,,Unassisted,0,1,0,0,0,0,0,0,0,0
styrax_officinalis,styrax_officinalis,STYOFF,Dicot,Perennial,shrub,styracaceae,n,178,143.2,0.6261,31.4,0.72,389.7,No_Data,,,,,,,,,,
symphoricarpos_albus_var_laevigatus,symphoricarpos_albus,SYMALB,Dicot,Perennial,"Subshrub, Shrub",caprifoliaceae,n,71.5,221.2,0.7205,24.5,0.6,,BirdMammal,0,0,0,0,0,0,0,1,1,0
